Nico Lopez,TUA @ SJE, 11:00PM,1.5 Shots Attempted
André-Pierre Gignac,TUA @ SJE, 11:00PM,4.0 Shots Attempted
Brian White,VAN @ LAG, 10:30PM,3.0 Shots Attempted
Germán Berterame,MNT @ SEA, 9:00PM,3.0 Shots Attempted
Ryan Gauld,VAN @ LAG, 10:30PM,2.0 Shots Attempted
Luis Quiñones,TUA @ SJE, 11:00PM,1.5 Shots Attempted
Rogelio Funes Mori,MNT @ SEA, 9:00PM,2.5 Shots Attempted
Eduardo Aguirre,ATS @ TFC, 7:30PM,1.5 Shots Attempted
Maximiliano Meza,MNT @ SEA, 9:00PM,1.5 Shots Attempted
Juan Vigón,TUA @ SJE, 11:00PM,0.5 Clearances
Fernando Gorriarán,TUA @ SJE, 11:00PM,1.5 Shots Attempted
Jordi Cortizo,MNT @ SEA, 9:00PM,1.5 Shots Attempted
Sebastian Berhalter,VAN @ LAG, 10:30PM,2.0 Tackles
Jose Abella,ATS @ TFC, 7:30PM,1.5 Tackles
Sergio Córdova,VAN @ LAG, 10:30PM,1.5 Shots Attempted
Ricardo Chávez,ASL @ NYR, 7:30PM,2.5 Tackles
Rafael Carioca,TUA @ SJE, 11:00PM,1.5 Tackles
Érick Aguirre,MNT @ SEA, 9:00PM,1.5 Tackles
Hugo Nervo,ATS @ TFC, 7:30PM,3.5 Clearances
Unai Bilbao,ASL @ NYR, 7:30PM,3.5 Clearances
Ranko Veseslinovic,VAN @ LAG, 10:30PM,4.0 Clearances
Héctor Moreno,MNT @ SEA, 9:00PM,3.5 Clearances
Sean Johnson,TFC vs ATS, 7:30PM,3.0 Saves
Carlos Coronel,NYR vs ASL, 7:30PM,2.5 Saves
Stefan Frei,SEA vs MNT, 9:00PM,3.0 Saves
Novak Micovic,LAG vs VAN, 10:30PM,2.5 Saves
Daniel de Sousa Britto,SJE vs TUA, 11:00PM,3.5 Saves
Albert Rusnák,SEA vs MNT, 9:00PM,2.0 Shots Attempted
Riqui Puig,LAG vs VAN, 10:30PM,3.0 Shots Attempted
Jeremy Ebobisse,SJE vs TUA, 11:00PM,1.5 Shots Attempted
Luquinhas,NYR vs ASL, 7:30PM,1.5 Shots Attempted
Federico Bernardeschi,TFC vs ATS, 7:30PM,2.5 Shots Attempted
Dejan Joveljić,LAG vs VAN, 10:30PM,2.0 Shots Attempted
Cristian Espinoza,SJE vs TUA, 11:00PM,1.5 Shots Attempted
Tyler Boyd,LAG vs VAN, 10:30PM,2.0 Shots Attempted
Douglas Costa,LAG vs VAN, 10:30PM,1.5 Shots Attempted
Tom Barlow,NYR vs ASL, 7:30PM,1.5 Shots Attempted
Dante Vanzeir,NYR vs ASL, 7:30PM,2.0 Shots Attempted
Cade Cowell,SJE vs TUA, 11:00PM,1.5 Shots Attempted
Brandon Servania,TFC vs ATS, 7:30PM,2.0 Tackles
John Tolkin,NYR vs ASL, 7:30PM,2.0 Tackles
Raheem Edwards,LAG vs VAN, 10:30PM,2.0 Tackles
Raheem Edwards,LAG vs VAN, 10:30PM,1.5 Clearances
Jackson Yueill,SJE vs TUA, 11:00PM,1.5 Tackles
Obed Vargas,SEA vs MNT, 9:00PM,2.0 Tackles
Sean Nealis,NYR vs ASL, 7:30PM,3.5 Clearances
Kobe Franklin,TFC vs ATS, 7:30PM,1.5 Clearances
Alexander Roldan,SEA vs MNT, 9:00PM,1.5 Clearances
Carlos Akapo,SJE vs TUA, 11:00PM,1.5 Clearances
Janis Timma,ALI @ TRS, 6:30PM,3.0 3-Pointers Made
Janis Timma,ALI @ TRS, 6:30PM,15.5 Points
Janis Timma,ALI @ TRS, 6:30PM,23.5 Pts + Rebs + Asts
Janis Timma,ALI @ TRS, 6:30PM,5.0 Rebounds
Jason Richardson,TRS vs ALI, 6:30PM,17.5 Points
Jason Richardson,TRS vs ALI, 6:30PM,28.0 Pts + Rebs + Asts
Jason Richardson,TRS vs ALI, 6:30PM,7.0 Rebounds
Jason Richardson,TRS vs ALI, 6:30PM,2.0 3-Pointers Made
Justin Dentmon,TRS vs ALI, 6:30PM,13.5 Points
Maria Rodriguez,ESP @ JPN, Mon 3:00AM,2.5 Saves
Alexia Putellas,ESP @ JPN, Mon 3:00AM,1.5 Shots Attempted
Jennifer Hermoso,ESP @ JPN, Mon 3:00AM,0.5 Goals + Assists
Jennifer Hermoso,ESP @ JPN, Mon 3:00AM,2.5 Shots Attempted
Maria Caldentey,ESP @ JPN, Mon 3:00AM,2.0 Shots Attempted
Salma Paralluelo,ESP @ JPN, Mon 3:00AM,2.0 Shots Attempted
Aitana Bonmati,ESP @ JPN, Mon 3:00AM,1.5 Shots Attempted
Olga Carmona,ESP @ JPN, Mon 3:00AM,0.5 Shots Attempted
Teresa Abilleira,ESP @ JPN, Mon 3:00AM,1.0 Shots Attempted
Ayaka Yamashita,JPN vs ESP, Mon 3:00AM,3.5 Saves
Mina Tanaka,JPN vs ESP, Mon 3:00AM,1.5 Shots Attempted
Honoka Hayashi,JPN vs ESP, Mon 3:00AM,0.5 Shots Attempted
Hikaru Naomoto,JPN vs ESP, Mon 3:00AM,1.0 Shots Attempted
Mackenzie Arnold,AUS @ CAN, Mon 6:00AM,3.0 Saves
Sam Kerr,AUS @ CAN, Mon 6:00AM,0.5 Goals + Assists
Sam Kerr,AUS @ CAN, Mon 6:00AM,3.0 Shots Attempted
Caitlin Foord,AUS @ CAN, Mon 6:00AM,2.5 Shots Attempted
Hayley Raso,AUS @ CAN, Mon 6:00AM,1.5 Shots Attempted
Cortnee Vine,AUS @ CAN, Mon 6:00AM,1.5 Shots Attempted
Steph Catley,AUS @ CAN, Mon 6:00AM,1.0 Shots Attempted
Katrina-Lee Gorry,AUS @ CAN, Mon 6:00AM,1.5 Shots Attempted
Kyra Cooney-Cross,AUS @ CAN, Mon 6:00AM,0.5 Shots Attempted
Alanna Kennedy,AUS @ CAN, Mon 6:00AM,0.5 Shots Attempted
Emily Van Egmond,AUS @ CAN, Mon 6:00AM,1.0 Shots Attempted
Kailen Sheridan,CAN vs AUS, Mon 6:00AM,3.0 Saves
Jessie Fleming,CAN vs AUS, Mon 6:00AM,1.0 Shots Attempted
Jordyn Huitema,CAN vs AUS, Mon 6:00AM,2.0 Shots Attempted
Adriana Leon,CAN vs AUS, Mon 6:00AM,1.5 Shots Attempted
Julia Grosso,CAN vs AUS, Mon 6:00AM,0.5 Shots Attempted
Evelyne Viens,CAN vs AUS, Mon 6:00AM,1.5 Shots Attempted
Aaron Rodgers,2023-24 NFL Season, 9/7 8:20PM,28.5 Passing TDs
Aaron Rodgers,2023-24 NFL Season, 9/7 8:20PM,1.5 Rushing TDs
Aaron Rodgers,2023-24 NFL Season, 9/7 8:20PM,4000.5 Passing Yards
Aaron Rodgers,2023-24 NFL Season, 9/7 8:20PM,8.5 Interceptions
Jordan Love,2023-24 NFL Season, 9/7 8:20PM,21.5 Passing TDs
Jordan Love,2023-24 NFL Season, 9/7 8:20PM,3350.5 Passing Yards
Jordan Love,2023-24 NFL Season, 9/7 8:20PM,13.5 Interceptions
Russell Wilson,2023-24 NFL Season, 9/7 8:20PM,2.5 Rushing TDs
Russell Wilson,2023-24 NFL Season, 9/7 8:20PM,24.5 Passing TDs
Russell Wilson,2023-24 NFL Season, 9/7 8:20PM,3800.5 Passing Yards
Russell Wilson,2023-24 NFL Season, 9/7 8:20PM,225.5 Rushing Yards
Russell Wilson,2023-24 NFL Season, 9/7 8:20PM,10.5 Interceptions
Jalen Hurts,2023-24 NFL Season, 9/7 8:20PM,23.5 Passing TDs
Jalen Hurts,2023-24 NFL Season, 9/7 8:20PM,10.5 Rushing TDs
Jalen Hurts,2023-24 NFL Season, 9/7 8:20PM,725.5 Rushing Yards
Jalen Hurts,2023-24 NFL Season, 9/7 8:20PM,3650.5 Passing Yards
Jalen Hurts,2023-24 NFL Season, 9/7 8:20PM,8.5 Interceptions
Derek Carr,2023-24 NFL Season, 9/7 8:20PM,23.5 Passing TDs
Derek Carr,2023-24 NFL Season, 9/7 8:20PM,3750.5 Passing Yards
Derek Carr,2023-24 NFL Season, 9/7 8:20PM,11.5 Interceptions
Kirk Cousins,2023-24 NFL Season, 9/7 8:20PM,29.5 Passing TDs
Kirk Cousins,2023-24 NFL Season, 9/7 8:20PM,4350.5 Passing Yards
Kirk Cousins,2023-24 NFL Season, 9/7 8:20PM,12.5 Interceptions
Jared Goff,2023-24 NFL Season, 9/7 8:20PM,25.5 Passing TDs
Jared Goff,2023-24 NFL Season, 9/7 8:20PM,4000.5 Passing Yards
Jared Goff,2023-24 NFL Season, 9/7 8:20PM,11.5 Interceptions
Dak Prescott,2023-24 NFL Season, 9/7 8:20PM,26.5 Passing TDs
Dak Prescott,2023-24 NFL Season, 9/7 8:20PM,4025.5 Passing Yards
Dak Prescott,2023-24 NFL Season, 9/7 8:20PM,12.5 Interceptions
Trevor Lawrence,2023-24 NFL Season, 9/7 8:20PM,3.0 Rushing TDs
Trevor Lawrence,2023-24 NFL Season, 9/7 8:20PM,27.5 Passing TDs
Trevor Lawrence,2023-24 NFL Season, 9/7 8:20PM,285.5 Rushing Yards
Trevor Lawrence,2023-24 NFL Season, 9/7 8:20PM,4020.5 Passing Yards
Trevor Lawrence,2023-24 NFL Season, 9/7 8:20PM,10.5 Interceptions
Desmond Ridder,2023-24 NFL Season, 9/7 8:20PM,15.5 Passing TDs
Desmond Ridder,2023-24 NFL Season, 9/7 8:20PM,2650.5 Passing Yards
Desmond Ridder,2023-24 NFL Season, 9/7 8:20PM,10.0 Interceptions
Josh Allen,2023-24 NFL Season, 9/7 8:20PM,7.0 Rushing TDs
Josh Allen,2023-24 NFL Season, 9/7 8:20PM,32.5 Passing TDs
Josh Allen,2023-24 NFL Season, 9/7 8:20PM,4300.5 Passing Yards
Josh Allen,2023-24 NFL Season, 9/7 8:20PM,600.5 Rushing Yards
Josh Allen,2023-24 NFL Season, 9/7 8:20PM,13.5 Interceptions
Kenny Pickett,2023-24 NFL Season, 9/7 8:20PM,19.5 Passing TDs
Kenny Pickett,2023-24 NFL Season, 9/7 8:20PM,3350.5 Passing Yards
Kenny Pickett,2023-24 NFL Season, 9/7 8:20PM,11.5 Interceptions
Justin Herbert,2023-24 NFL Season, 9/7 8:20PM,2.5 Rushing TDs
Justin Herbert,2023-24 NFL Season, 9/7 8:20PM,30.5 Passing TDs
Justin Herbert,2023-24 NFL Season, 9/7 8:20PM,199.5 Rushing Yards
Justin Herbert,2023-24 NFL Season, 9/7 8:20PM,4450.5 Passing Yards
Justin Herbert,2023-24 NFL Season, 9/7 8:20PM,10.5 Interceptions
Lamar Jackson,2023-24 NFL Season, 9/7 8:20PM,24.0 Passing TDs
Lamar Jackson,2023-24 NFL Season, 9/7 8:20PM,6.5 Rushing TDs
Lamar Jackson,2023-24 NFL Season, 9/7 8:20PM,3500.5 Passing Yards
Lamar Jackson,2023-24 NFL Season, 9/7 8:20PM,850.5 Rushing Yards
Lamar Jackson,2023-24 NFL Season, 9/7 8:20PM,10.5 Interceptions
Tua Tagovailoa,2023-24 NFL Season, 9/7 8:20PM,25.5 Passing TDs
Tua Tagovailoa,2023-24 NFL Season, 9/7 8:20PM,3800.5 Passing Yards
Tua Tagovailoa,2023-24 NFL Season, 9/7 8:20PM,10.5 Interceptions
Justin Fields,2023-24 NFL Season, 9/7 8:20PM,7.0 Rushing TDs
Justin Fields,2023-24 NFL Season, 9/7 8:20PM,18.5 Passing TDs
Justin Fields,2023-24 NFL Season, 9/7 8:20PM,2950.5 Passing Yards
Justin Fields,2023-24 NFL Season, 9/7 8:20PM,875.5 Rushing Yards
Justin Fields,2023-24 NFL Season, 9/7 8:20PM,11.5 Interceptions
Bryce Young,2023-24 NFL Season, 9/7 8:20PM,21.5 Passing TDs
Bryce Young,2023-24 NFL Season, 9/7 8:20PM,3350.5 Passing Yards
Bryce Young,2023-24 NFL Season, 9/7 8:20PM,12.5 Interceptions
C.J. Stroud,2023-24 NFL Season, 9/7 8:20PM,19.5 Passing TDs
C.J. Stroud,2023-24 NFL Season, 9/7 8:20PM,3300.5 Passing Yards
C.J. Stroud,2023-24 NFL Season, 9/7 8:20PM,13.5 Interceptions
Daniel Jones,2023-24 NFL Season, 9/7 8:20PM,18.5 Passing TDs
Daniel Jones,2023-24 NFL Season, 9/7 8:20PM,4.5 Rushing TDs
Daniel Jones,2023-24 NFL Season, 9/7 8:20PM,575.5 Rushing Yards
Daniel Jones,2023-24 NFL Season, 9/7 8:20PM,3250.5 Passing Yards
Daniel Jones,2023-24 NFL Season, 9/7 8:20PM,8.5 Interceptions
Matthew Stafford,2023-24 NFL Season, 9/7 8:20PM,22.5 Passing TDs
Matthew Stafford,2023-24 NFL Season, 9/7 8:20PM,3850.5 Passing Yards
Matthew Stafford,2023-24 NFL Season, 9/7 8:20PM,11.5 Interceptions
Deshaun Watson,2023-24 NFL Season, 9/7 8:20PM,4.0 Rushing TDs
Deshaun Watson,2023-24 NFL Season, 9/7 8:20PM,25.5 Passing TDs
Deshaun Watson,2023-24 NFL Season, 9/7 8:20PM,425.5 Rushing Yards
Deshaun Watson,2023-24 NFL Season, 9/7 8:20PM,3750.5 Passing Yards
Deshaun Watson,2023-24 NFL Season, 9/7 8:20PM,11.5 Interceptions
Geno Smith,2023-24 NFL Season, 9/7 8:20PM,26.5 Passing TDs
Geno Smith,2023-24 NFL Season, 9/7 8:20PM,3850.5 Passing Yards
Geno Smith,2023-24 NFL Season, 9/7 8:20PM,11.5 Interceptions
Mac Jones,2023-24 NFL Season, 9/7 8:20PM,19.5 Passing TDs
Mac Jones,2023-24 NFL Season, 9/7 8:20PM,0.5 Rushing TDs
Mac Jones,2023-24 NFL Season, 9/7 8:20PM,3300.5 Passing Yards
Mac Jones,2023-24 NFL Season, 9/7 8:20PM,12.5 Interceptions
Ryan Tannehill,2023-24 NFL Season, 9/7 8:20PM,16.5 Passing TDs
Ryan Tannehill,2023-24 NFL Season, 9/7 8:20PM,3250.5 Passing Yards
Ryan Tannehill,2023-24 NFL Season, 9/7 8:20PM,9.5 Interceptions
Patrick Mahomes,2023-24 NFL Season, 9/7 8:20PM,37.5 Passing TDs
Patrick Mahomes,2023-24 NFL Season, 9/7 8:20PM,4750.5 Passing Yards
Patrick Mahomes,2023-24 NFL Season, 9/7 8:20PM,299.5 Rushing Yards
Patrick Mahomes,2023-24 NFL Season, 9/7 8:20PM,11.5 Interceptions
Kenneth Walker,2023-24 NFL Season, 9/7 8:20PM,0.5 Receiving TDs
Kenneth Walker,2023-24 NFL Season, 9/7 8:20PM,7.5 Rushing TDs
Kenneth Walker,2023-24 NFL Season, 9/7 8:20PM,1000.5 Rushing Yards
Miles Sanders,2023-24 NFL Season, 9/7 8:20PM,6.0 Rushing TDs
Miles Sanders,2023-24 NFL Season, 9/7 8:20PM,0.5 Receiving TDs
Miles Sanders,2023-24 NFL Season, 9/7 8:20PM,925.5 Rushing Yards
Derrick Henry,2023-24 NFL Season, 9/7 8:20PM,0.5 Receiving TDs
Derrick Henry,2023-24 NFL Season, 9/7 8:20PM,9.5 Rushing TDs
Derrick Henry,2023-24 NFL Season, 9/7 8:20PM,1225.5 Rushing Yards
James Conner,2023-24 NFL Season, 9/7 8:20PM,6.5 Rushing TDs
James Conner,2023-24 NFL Season, 9/7 8:20PM,705.5 Rushing Yards
D'Andre Swift,2023-24 NFL Season, 9/7 8:20PM,4.5 Rushing TDs
D'Andre Swift,2023-24 NFL Season, 9/7 8:20PM,567.5 Rushing Yards
Bijan Robinson,2023-24 NFL Season, 9/7 8:20PM,8.5 Rushing TDs
Bijan Robinson,2023-24 NFL Season, 9/7 8:20PM,1099.5 Rushing Yards
Josh Jacobs,2023-24 NFL Season, 9/7 8:20PM,9.0 Rushing TDs
Josh Jacobs,2023-24 NFL Season, 9/7 8:20PM,0.5 Receiving TDs
Josh Jacobs,2023-24 NFL Season, 9/7 8:20PM,1075.5 Rushing Yards
Dameon Pierce,2023-24 NFL Season, 9/7 8:20PM,5.5 Rushing TDs
Dameon Pierce,2023-24 NFL Season, 9/7 8:20PM,900.5 Rushing Yards
Najee Harris,2023-24 NFL Season, 9/7 8:20PM,2.5 Receiving TDs
Najee Harris,2023-24 NFL Season, 9/7 8:20PM,6.5 Rushing TDs
Najee Harris,2023-24 NFL Season, 9/7 8:20PM,925.5 Rushing Yards
Tony Pollard,2023-24 NFL Season, 9/7 8:20PM,3.0 Receiving TDs
Tony Pollard,2023-24 NFL Season, 9/7 8:20PM,7.5 Rushing TDs
Tony Pollard,2023-24 NFL Season, 9/7 8:20PM,1025.5 Rushing Yards
J.K. Dobbins,2023-24 NFL Season, 9/7 8:20PM,6.5 Rushing TDs
J.K. Dobbins,2023-24 NFL Season, 9/7 8:20PM,875.5 Rushing Yards
Austin Ekeler,2023-24 NFL Season, 9/7 8:20PM,8.5 Rushing TDs
Austin Ekeler,2023-24 NFL Season, 9/7 8:20PM,4.5 Receiving TDs
Austin Ekeler,2023-24 NFL Season, 9/7 8:20PM,775.5 Rushing Yards
Austin Ekeler,2023-24 NFL Season, 9/7 8:20PM,575.5 Receiving Yards
Christian McCaffrey,2023-24 NFL Season, 9/7 8:20PM,4.5 Receiving TDs
Christian McCaffrey,2023-24 NFL Season, 9/7 8:20PM,7.0 Rushing TDs
Christian McCaffrey,2023-24 NFL Season, 9/7 8:20PM,599.5 Receiving Yards
Christian McCaffrey,2023-24 NFL Season, 9/7 8:20PM,865.5 Rushing Yards
Saquon Barkley,2023-24 NFL Season, 9/7 8:20PM,7.5 Rushing TDs
Saquon Barkley,2023-24 NFL Season, 9/7 8:20PM,975.5 Rushing Yards
Rhamondre Stevenson,2023-24 NFL Season, 9/7 8:20PM,6.0 Rushing TDs
Rhamondre Stevenson,2023-24 NFL Season, 9/7 8:20PM,925.5 Rushing Yards
Cam Akers,2023-24 NFL Season, 9/7 8:20PM,6.5 Rushing TDs
Cam Akers,2023-24 NFL Season, 9/7 8:20PM,750.5 Rushing Yards
Brian Robinson,2023-24 NFL Season, 9/7 8:20PM,6.5 Rushing TDs
Brian Robinson,2023-24 NFL Season, 9/7 8:20PM,775.5 Rushing Yards
James Cook,2023-24 NFL Season, 9/7 8:20PM,3.5 Rushing TDs
James Cook,2023-24 NFL Season, 9/7 8:20PM,600.5 Rushing Yards
Rachaad White,2023-24 NFL Season, 9/7 8:20PM,4.5 Rushing TDs
Rachaad White,2023-24 NFL Season, 9/7 8:20PM,780.5 Rushing Yards
David Montgomery,2023-24 NFL Season, 9/7 8:20PM,7.0 Rushing TDs
David Montgomery,2023-24 NFL Season, 9/7 8:20PM,775.5 Rushing Yards
Nick Chubb,2023-24 NFL Season, 9/7 8:20PM,0.5 Receiving TDs
Nick Chubb,2023-24 NFL Season, 9/7 8:20PM,9.0 Rushing TDs
Nick Chubb,2023-24 NFL Season, 9/7 8:20PM,1200.5 Rushing Yards
Isiah Pacheco,2023-24 NFL Season, 9/7 8:20PM,5.5 Rushing TDs
Isiah Pacheco,2023-24 NFL Season, 9/7 8:20PM,815.5 Rushing Yards
Travis Etienne,2023-24 NFL Season, 9/7 8:20PM,6.5 Rushing TDs
Travis Etienne,2023-24 NFL Season, 9/7 8:20PM,950.5 Rushing Yards
Alexander Mattison,2023-24 NFL Season, 9/7 8:20PM,7.5 Rushing TDs
Khalil Herbert,2023-24 NFL Season, 9/7 8:20PM,600.5 Rushing Yards
Jeff Wilson,2023-24 NFL Season, 9/7 8:20PM,550.5 Rushing Yards
AJ Dillon,2023-24 NFL Season, 9/7 8:20PM,700.5 Rushing Yards
Rashaad Penny,2023-24 NFL Season, 9/7 8:20PM,685.5 Rushing Yards
Jahmyr Gibbs,2023-24 NFL Season, 9/7 8:20PM,580.5 Rushing Yards
Raheem Mostert,2023-24 NFL Season, 9/7 8:20PM,525.5 Rushing Yards
D'Onta Foreman,2023-24 NFL Season, 9/7 8:20PM,460.5 Rushing Yards
Samaje Perine,2023-24 NFL Season, 9/7 8:20PM,600.5 Rushing Yards
Damien Harris,2023-24 NFL Season, 9/7 8:20PM,550.5 Rushing Yards
Tyler Allgeier,2023-24 NFL Season, 9/7 8:20PM,480.5 Rushing Yards
Aaron Jones,2023-24 NFL Season, 9/7 8:20PM,875.5 Rushing Yards
Elijah Mitchell,2023-24 NFL Season, 9/7 8:20PM,575.5 Rushing Yards
Amari Cooper,2023-24 NFL Season, 9/7 8:20PM,6.5 Receiving TDs
Amari Cooper,2023-24 NFL Season, 9/7 8:20PM,905.5 Receiving Yards
Amari Cooper,2023-24 NFL Season, 9/7 8:20PM,72.5 Receptions
DeAndre Hopkins,2023-24 NFL Season, 9/7 8:20PM,4.5 Receiving TDs
DeAndre Hopkins,2023-24 NFL Season, 9/7 8:20PM,875.5 Receiving Yards
Terry McLaurin,2023-24 NFL Season, 9/7 8:20PM,4.0 Receiving TDs
Terry McLaurin,2023-24 NFL Season, 9/7 8:20PM,950.5 Receiving Yards
Terry McLaurin,2023-24 NFL Season, 9/7 8:20PM,72.5 Receptions
Garrett Wilson,2023-24 NFL Season, 9/7 8:20PM,7.5 Receiving TDs
Garrett Wilson,2023-24 NFL Season, 9/7 8:20PM,1140.5 Receiving Yards
Garrett Wilson,2023-24 NFL Season, 9/7 8:20PM,83.5 Receptions
Justin Jefferson,2023-24 NFL Season, 9/7 8:20PM,8.5 Receiving TDs
Justin Jefferson,2023-24 NFL Season, 9/7 8:20PM,1405.5 Receiving Yards
Justin Jefferson,2023-24 NFL Season, 9/7 8:20PM,105.5 Receptions
Mike Evans,2023-24 NFL Season, 9/7 8:20PM,6.0 Receiving TDs
Mike Evans,2023-24 NFL Season, 9/7 8:20PM,950.5 Receiving Yards
Mike Evans,2023-24 NFL Season, 9/7 8:20PM,62.5 Receptions
Evan Engram,2023-24 NFL Season, 9/7 8:20PM,4.0 Receiving TDs
Evan Engram,2023-24 NFL Season, 9/7 8:20PM,625.5 Receiving Yards
Evan Engram,2023-24 NFL Season, 9/7 8:20PM,61.5 Receptions
Jaxon Smith-Njigba,2023-24 NFL Season, 9/7 8:20PM,4.5 Receiving TDs
Jaxon Smith-Njigba,2023-24 NFL Season, 9/7 8:20PM,725.5 Receiving Yards
Jaxon Smith-Njigba,2023-24 NFL Season, 9/7 8:20PM,57.5 Receptions
Dallas Goedert,2023-24 NFL Season, 9/7 8:20PM,3.5 Receiving TDs
Dallas Goedert,2023-24 NFL Season, 9/7 8:20PM,645.5 Receiving Yards
Dallas Goedert,2023-24 NFL Season, 9/7 8:20PM,55.5 Receptions
A.J. Brown,2023-24 NFL Season, 9/7 8:20PM,7.5 Receiving TDs
A.J. Brown,2023-24 NFL Season, 9/7 8:20PM,1100.5 Receiving Yards
A.J. Brown,2023-24 NFL Season, 9/7 8:20PM,75.5 Receptions
Christian Kirk,2023-24 NFL Season, 9/7 8:20PM,5.0 Receiving TDs
Christian Kirk,2023-24 NFL Season, 9/7 8:20PM,800.5 Receiving Yards
Christian Kirk,2023-24 NFL Season, 9/7 8:20PM,70.5 Receptions
Jahan Dotson,2023-24 NFL Season, 9/7 8:20PM,4.0 Receiving TDs
Jahan Dotson,2023-24 NFL Season, 9/7 8:20PM,800.5 Receiving Yards
DJ Moore,2023-24 NFL Season, 9/7 8:20PM,5.0 Receiving TDs
DJ Moore,2023-24 NFL Season, 9/7 8:20PM,860.5 Receiving Yards
DJ Moore,2023-24 NFL Season, 9/7 8:20PM,62.5 Receptions
George Pickens,2023-24 NFL Season, 9/7 8:20PM,4.5 Receiving TDs
George Pickens,2023-24 NFL Season, 9/7 8:20PM,775.5 Receiving Yards
George Pickens,2023-24 NFL Season, 9/7 8:20PM,55.5 Receptions
Marquise Brown,2023-24 NFL Season, 9/7 8:20PM,4.5 Receiving TDs
Marquise Brown,2023-24 NFL Season, 9/7 8:20PM,900.5 Receiving Yards
Marquise Brown,2023-24 NFL Season, 9/7 8:20PM,70.5 Receptions
Calvin Ridley,2023-24 NFL Season, 9/7 8:20PM,6.0 Receiving TDs
Calvin Ridley,2023-24 NFL Season, 9/7 8:20PM,892.5 Receiving Yards
Calvin Ridley,2023-24 NFL Season, 9/7 8:20PM,70.5 Receptions
CeeDee Lamb,2023-24 NFL Season, 9/7 8:20PM,7.0 Receiving TDs
CeeDee Lamb,2023-24 NFL Season, 9/7 8:20PM,1150.5 Receiving Yards
CeeDee Lamb,2023-24 NFL Season, 9/7 8:20PM,95.5 Receptions
Keenan Allen,2023-24 NFL Season, 9/7 8:20PM,5.0 Receiving TDs
Keenan Allen,2023-24 NFL Season, 9/7 8:20PM,875.5 Receiving Yards
Allen Lazard,2023-24 NFL Season, 9/7 8:20PM,4.5 Receiving TDs
Allen Lazard,2023-24 NFL Season, 9/7 8:20PM,600.5 Receiving Yards
Treylon Burks,2023-24 NFL Season, 9/7 8:20PM,4.5 Receiving TDs
Treylon Burks,2023-24 NFL Season, 9/7 8:20PM,715.5 Receiving Yards
Adam Thielen,2023-24 NFL Season, 9/7 8:20PM,4.5 Receiving TDs
Adam Thielen,2023-24 NFL Season, 9/7 8:20PM,575.5 Receiving Yards
Adam Thielen,2023-24 NFL Season, 9/7 8:20PM,55.5 Receptions
Cooper Kupp,2023-24 NFL Season, 9/7 8:20PM,9.0 Receiving TDs
Cooper Kupp,2023-24 NFL Season, 9/7 8:20PM,1325.5 Receiving Yards
Cooper Kupp,2023-24 NFL Season, 9/7 8:20PM,107.5 Receptions
Mark Andrews,2023-24 NFL Season, 9/7 8:20PM,6.5 Receiving TDs
Mark Andrews,2023-24 NFL Season, 9/7 8:20PM,800.5 Receiving Yards
Mark Andrews,2023-24 NFL Season, 9/7 8:20PM,69.5 Receptions
Stefon Diggs,2023-24 NFL Season, 9/7 8:20PM,8.5 Receiving TDs
Stefon Diggs,2023-24 NFL Season, 9/7 8:20PM,1200.5 Receiving Yards
Stefon Diggs,2023-24 NFL Season, 9/7 8:20PM,99.5 Receptions
Deebo Samuel,2023-24 NFL Season, 9/7 8:20PM,4.5 Receiving TDs
Deebo Samuel,2023-24 NFL Season, 9/7 8:20PM,815.5 Receiving Yards
Deebo Samuel,2023-24 NFL Season, 9/7 8:20PM,59.5 Receptions
Darren Waller,2023-24 NFL Season, 9/7 8:20PM,4.5 Receiving TDs
Darren Waller,2023-24 NFL Season, 9/7 8:20PM,750.5 Receiving Yards
Darren Waller,2023-24 NFL Season, 9/7 8:20PM,60.5 Receptions
Jordan Addison,2023-24 NFL Season, 9/7 8:20PM,4.5 Receiving TDs
Jordan Addison,2023-24 NFL Season, 9/7 8:20PM,825.5 Receiving Yards
Mike Williams,2023-24 NFL Season, 9/7 8:20PM,5.5 Receiving TDs
Mike Williams,2023-24 NFL Season, 9/7 8:20PM,875.5 Receiving Yards
Mike Williams,2023-24 NFL Season, 9/7 8:20PM,57.5 Receptions
Davante Adams,2023-24 NFL Season, 9/7 8:20PM,8.0 Receiving TDs
Davante Adams,2023-24 NFL Season, 9/7 8:20PM,1325.5 Receiving Yards
Davante Adams,2023-24 NFL Season, 9/7 8:20PM,96.5 Receptions
Chris Olave,2023-24 NFL Season, 9/7 8:20PM,5.0 Receiving TDs
Chris Olave,2023-24 NFL Season, 9/7 8:20PM,1065.5 Receiving Yards
Chris Olave,2023-24 NFL Season, 9/7 8:20PM,75.5 Receptions
DK Metcalf,2023-24 NFL Season, 9/7 8:20PM,7.0 Receiving TDs
DK Metcalf,2023-24 NFL Season, 9/7 8:20PM,950.5 Receiving Yards
DK Metcalf,2023-24 NFL Season, 9/7 8:20PM,76.5 Receptions
JuJu Smith-Schuster,2023-24 NFL Season, 9/7 8:20PM,4.5 Receiving TDs
JuJu Smith-Schuster,2023-24 NFL Season, 9/7 8:20PM,725.5 Receiving Yards
Gabe Davis,2023-24 NFL Season, 9/7 8:20PM,6.0 Receiving TDs
